EDV-Nr./Bezeichnung;Beschreibung;Preiseinheit;Preis
Titel;Zuschläge;;
Untertitel;ENTFERNUNGSPAUSCHALE;;
Beschreibung_fett;Ab Borgfelder Straße;;
;;;
H66TG502001;ab 125 km;€ pauschal;496
H66TG502501;ab 200 km;€ pauschal;744
H66TG503001;ab 300 km;€ pauschal;992
